,0
1066,华侨城原岸
1067,汇融名城
1068,华侨城东岸
1069,西西里二期
1070,中南樾府
1071,府河苑
1072,恒大曹家巷广场
1073,书香门第
1074,润泽园一期
1075,万科金域西岭
1076,西西里二期
1077,西西里二期
1078,金地嘉年华城
1079,恒大西锦城
1080,汇融名城
1081,三和花园
1082,和谐家园
1083,中环西岸观邸
1084,华侨城纯水岸一期
1085,中南樾府
1086,华侨城东岸
1087,金牛万达a组团
1088,解放西路22号院
1089,中南樾府
1090,西锦国际一期
1091,恒大西锦城
1092,金牛花园
1093,金琴路164号院
1094,华侨城原岸
1095,金牛状元府邸
1096,保利梧桐语
1097,西线阳光
1098,福祥家园瑞康苑
1099,德商新希望·国宾锦麟天玺
1100,中南樾府
1101,华侨城纯水岸三期
1102,黄忠二期惠民苑
1103,瑞安城中汇
1104,旭辉江山和鸣
1105,华侨城纯水岸二期
1106,万科金域西岭
1107,西线阳光
1108,电建地产洺悦玺
1109,高家庄赞城
1110,华侨城纯水岸二期
1111,华侨城纯水岸一期
1112,万通金牛新都会
1113,远洋朗郡
1114,万科国宾润园
1115,抚琴西路南一巷1号院
1116,绿地世纪城
1117,保利梧桐语
1118,瑞安城中汇
1119,金牛万达c组团
1120,北星城
1121,金牛万达a组团
1122,瑞安城中汇
1123,营和街66号院
1124,中加水岸
1125,华侨城原岸
1126,金地嘉年华城
1127,金沙御苑
1128,绿地世纪城
1129,中南樾府
1130,万科锦西润园
1131,正成拉斐
1132,金沙美邻一期
1133,天悦城
1134,万科锦西润园
1135,金地嘉年华城
1136,蜀通街10号院
1137,文华路14号院
1138,金牛花园
1139,首开龙湖紫宸
1140,保利学府城
1141,檀香花园
1142,蓝光富丽碧蔓汀
1143,远洋朗郡
1144,金沙国际花园
1145,远洋朗郡
1146,正成拉斐
1147,保利公园里
1148,金牛花园
1149,德商新希望·国宾锦麟天玺
1150,绿地世纪城
1151,龙湖北城天街一期
1152,新桥逸景C区
1153,中环西岸观邸
1154,瑞安城中汇
1155,蓝光富丽城
1156,华欣园
1157,两河锦地
1158,绿杨新邨
1159,金牛万达d组团
1160,抚琴西南街45号院
1161,凤栖桐
1162,龙湖北城天街一期
1163,中南樾府
1164,旭辉江山和鸣
1165,瑞安城中汇
1166,华侨城天鹅堡
1167,正成拉斐
1168,中南樾府
1169,碧桂园城市花园
1170,中南樾府
1171,德意馨苑
1172,佳乐云锦阁
1173,星辉西路8号院
1174,西城星座
1175,明阳家在回廊
1176,同兴小区
1177,中南樾府
1178,卓越云际
1179,华侨城原岸
1180,华侨城原岸
1181,华宇锦城名都
1182,尚锦城
1183,高家庄赞城
1184,两河锦地
1185,恒大曹家巷广场
1186,金地嘉年华城
1187,金牛万达a组团
1188,金牛万达b组团
1189,华侨城东岸
1190,城市绿舟花园
1191,万科锦西润园
1192,中南樾府
1193,华侨城东岸
1194,阳曦芙蓉城
1195,旭辉江山和鸣
1196,欣民苑
1197,保利梧桐语
1198,远洋朗郡
1199,燕宇康品
1200,佳乐云锦阁
1201,绿地世纪城
1202,金牛万达b组团
1203,西城天下
1204,华侨城纯水岸三期
1205,炎华置信花千集
1206,明阳家在回廊
1207,保利梧桐语
1208,西西里二期
1209,曹家巷恒大雅苑
1210,东原亲亲里
1211,华侨城东岸
1212,华侨城东岸
1213,金地嘉年华城
1214,万科加州湾
1215,龙湖西宸原著公寓
1216,一环路北三段2号院
1217,金牛万达d组团
1218,龙湖北城天街一期
1219,金色阳光
1220,金域港湾
1221,阳光金沙
1222,龙湖北城天街一期
1223,欣民苑
1224,中环西岸观邸
1225,华侨城纯水岸三期
1226,中环西岸观邸
1227,国宾时光汇
1228,北京城建龙樾熙城
1229,恒大曹家巷广场
1230,一环路北四段110号院
1231,和谐家园
1232,熙城国际
1233,中南樾府
1234,和谐家园
1235,龙湖上城
1236,红旗巷5号院
1237,城市绿舟花园
1238,智慧康城
1239,远洋朗郡
1240,迪康银色诗典
1241,汇融名城
1242,华侨城东岸
1243,中南樾府
1244,一环路北三段2号院
1245,华侨城东岸
1246,万科锦西润园
1247,水岸汇景
1248,瑞安城中汇
1249,高家庄赞城
1250,悦民苑
1251,华侨城东岸
1252,绿地世纪城
1253,金地嘉年华城
1254,协和花苑
1255,恒大曹家巷广场
1256,凯瑞花都
1257,撷英卉苑
1258,恒大西锦城
1259,凯瑞花都
1260,水晶花园
1261,营康西路29号院
1262,卓越云际
1263,曹家巷恒大雅苑
1264,北京城建龙樾熙城
1265,华侨城原岸
1266,飞大壹号广场
1267,龙湖北城天街一期
1268,蓝光富丽碧蔓汀
1269,福祥家园瑞祥苑
1270,华侨城原岸
1271,龙湖上城
1272,福林公寓
1273,西城公馆
1274,蓝光云鼎
1275,中南樾府
1276,和睦人家三期
1277,蓝光富丽城
1278,金沙国际花园
1279,檀香花园
1280,飞大壹号广场
1281,华侨城东岸
1282,德意馨苑
1283,金房水韵天府
1284,中环西岸观邸
1285,恒大曹家巷广场公寓
1286,曹家巷恒大雅苑
1287,瑞安城中汇
1288,水晶花园
1289,金房水韵天府
1290,中南樾府
1291,德商新希望·国宾锦麟天玺
1292,龙湖北城天街一期
1293,华侨城东岸
1294,龙湖源著
1295,万科金域西岭
1296,西线阳光
1297,阳曦芙蓉城
1298,九里西苑A区
1299,佳乐云锦阁
1300,恒大曹家巷广场
1301,佳乐云锦阁
1302,龙湖源著
1303,华侨城纯水岸二期
1304,飞大壹号广场
1305,金都花园
1306,首开龙湖紫宸
1307,中南樾府
1308,飞大壹号广场
1309,阳曦芙蓉城
1310,金牛万达c组团
1311,恒大曹家巷广场
1312,佳乐云锦阁
1313,中南樾府
1314,金牛万达a组团
1315,恒大曹家巷广场
1316,锦西雅苑
1317,同兴小区
1318,恒大曹家巷广场
1319,西西里一期
1320,百佳庭院
1321,青房尚瑞天韵
1322,九里堤公交苑
1323,蓝光花满庭一期
1324,汇融名城
1325,尚锦城
1326,兴元花园
1327,华侨城原岸
1328,远洋朗郡
1329,府河苑
1330,润泽园二期
1331,恒大曹家巷广场
1332,金鱼街60号院
1333,中南樾府
1334,和谐家园
1335,旭辉江山和鸣
1336,瑞安城中汇
1337,恒大曹家巷广场
1338,首开龙湖紫宸
1339,书香门第
1340,蓝光富丽碧蔓汀
1341,恒大曹家巷广场
1342,华侨城东岸
1343,金科苑中街103号院
1344,佳乐云锦阁
1345,华侨城东岸
1346,华侨城东岸
1347,佳乐云锦阁
1348,福祥家园瑞福苑
1349,华西园
1350,中环西岸观邸
1351,恒大西锦城
1352,星辉西路8号院
1353,禾嘉利好
1354,龙湖北城天街一期
1355,新桥逸景B区
1356,蓝光花满庭一期
1357,金都花园
1358,华侨城纯水岸二期
1359,飞大壹号广场
1360,高家庄赞城
1361,旭辉江山和鸣
1362,德商新希望·国宾锦麟天玺
1363,香山苑
1364,香山苑
1365,远洋朗郡
1366,和谐家园
1367,西西里二期
1368,旭辉江山和鸣
1369,成勘苑
1370,远洋朗郡
1371,明阳家在回廊
1372,马鞍北路8号院
1373,成勘苑
1374,千和馨城
1375,中南樾府
1376,百寿路7号院
1377,抚琴西南路12号院
1378,欣园二期
1379,唯特郡
1380,金地嘉年华城
1381,恒大曹家巷广场
1382,一品荷花
1383,二环路北四段4号院
1384,恒大曹家巷广场
1385,保利梧桐语
1386,红旗巷5号院
1387,智慧康城
1388,百寿路9号院
1389,北站东二路11号院
1390,曹家巷恒大雅苑
1391,恒大曹家巷广场
1392,香山苑
1393,保利两河森林别墅
1394,华欣园
1395,青房尚瑞天韵
1396,华侨城纯水岸二期
1397,白鸽岛尚
1398,中南樾府
1399,黄忠四期
1400,保利公园里
1401,新桥逸景B区
1402,青羊小区(成都)
1403,欣园二期
1404,瑞安城中汇
1405,西城天下
1406,单飞鑫雅苑
1407,北星城
1408,华侨城纯水岸二期
1409,尚锦城
1410,花照壁小区
1411,蜀通街10号院
1412,蜀通街10号院
1413,紫金乐章
1414,嘉寓天幕
1415,恒大曹家巷广场
1416,和睦人家一期
1417,金牛万达b组团
1418,蓝光富丽碧蔓汀
1419,龙门镇
1420,中南樾府
1421,电建地产洺悦府
1422,马鞍东路社区
1423,德商新希望·国宾锦麟天玺
1424,欣园二期
1425,保利国宾首府
1426,德商新希望·国宾锦麟天玺
1427,龙湖北城天街一期
1428,香山苑
1429,卓越云际
1430,华夏之家
1431,保利两河森林别墅
1432,恒大曹家巷广场
1433,马鞍东路社区
1434,阳曦芙蓉城
1435,黄忠一期
1436,平福巷2号院
1437,锦泰世家
1438,中环西岸观邸
1439,万科锦西润园
1440,绿地世纪城
1441,中南樾府
1442,成都N8天幕
1443,成勘苑
1444,高家庄赞城
1445,龙湖北城天街一期
1446,绿地世纪城
1447,电建地产洺悦玺
1448,中南樾府
1449,华侨城纯水岸二期
1450,府青路一段34号院
1451,阳曦芙蓉城
1452,檀香花园
1453,平福路92号院
1454,锦泰世家
1455,平景苑西区
1456,恒大曹家巷广场
1457,金沙御苑
1458,蓝光花满庭一期
1459,旭辉江山和鸣
1460,金地嘉年华城
1461,华侨城原岸
1462,中环西岸观邸
1463,高家庄赞城
1464,金地嘉年华城
1465,炎华置信花千集
1466,恒大曹家巷广场
1467,华侨城原岸
1468,瑞安城中汇
1469,恒大曹家巷广场
1470,凯瑞花都
1471,华侨城原岸
1472,保利天汇
1473,西城天下
1474,金盾苑
1475,保利梧桐语
1476,金地嘉年华城
1477,智慧康城
1478,凯瑞花都
1479,中环西岸观邸
1480,绿地世纪城
1481,翡翠海湾
1482,卓越云际
1483,华侨城原岸
1484,保利梧桐语
1485,迪康银色诗典
1486,汇融名城
1487,华侨城东岸
1488,电建地产洺悦府
1489,中南樾府
1490,华侨城东岸
1491,万科锦西润园
1492,华侨城纯水岸三期
1493,恒大西锦城
1494,龙湖北城天街一期
1495,水岸汇景
1496,德商新希望·国宾锦麟天玺
1497,恒大曹家巷广场
1498,保利公园里
1499,水岸汇景
1500,炎华置信花千集
1501,华侨城东岸
1502,瑞安城中汇
1503,水岸汇景
1504,华侨城纯水岸三期
1505,燕宇康品
1506,电建地产洺悦府
1507,蓝光富丽碧蔓汀
1508,马鞍东路社区
1509,营康路61号院
1510,旭辉江山和鸣
1511,一品荷花
1512,高家庄赞城
1513,保利梧桐语
1514,芙蓉华庭
1515,悦民苑
1516,益民苑
1517,外曹家巷23号院
1518,凯瑞花都
1519,华侨城东岸
1520,荣光巷1号院
1521,恒大曹家巷广场
1522,纯溪公寓
1523,成勘苑
1524,沙河凤凰城
1525,绿地世纪城
1526,恒大曹家巷广场
1527,金牛万达a组团
1528,城市绿舟花园
1529,金地嘉年华城
1530,华侨城东岸
1531,檀香花园
1532,协和花苑
1533,欣园二期
1534,阳曦芙蓉城
1535,华侨城原岸
1536,恒大西锦城
1537,协和花苑
1538,恒大曹家巷广场
1539,蓝光富丽碧蔓汀
1540,星辉西路8号院
1541,幸福枫景
1542,天地芳苑
1543,正成拉斐
1544,马鞍东路社区
1545,恒大曹家巷广场
1546,新绿苑
1547,城市绿舟花园
1548,交大智能九期
1549,蓝光金悦金沙
1550,德商新希望·国宾锦麟天玺
1551,华宇锦城名都
1552,凯瑞花都
1553,华欣园
1554,金房水韵天府
1555,香榭里公交苑
1556,恒大曹家巷广场
1557,绿地世纪城
1558,星辉西路8号院
1559,华侨城原岸
1560,金房水韵天府
1561,恒大曹家巷广场
1562,书香门第
1563,撷英卉苑
1564,沙湾东一路6号院
1565,水映兰庭
1566,远洋朗郡
1567,欣园二期
1568,恒大西锦城
1569,两河锦地
1570,华西园
1571,龙湖源著
1572,金地嘉年华城
1573,抚琴西路南一巷1号院
1574,保利梧桐语
1575,炎华置信花千集
1576,炎华置信花千集
1577,远洋朗郡
1578,金牛万达c组团
1579,金牛万达a组团
1580,北斗七星城
1581,水晶花园
1582,飞大壹号广场
1583,营中巷32号院
1584,首开龙湖紫宸
1585,金牛万达a组团
1586,中南樾府
1587,马鞍东路社区
1588,上层建筑
1589,华侨城原岸
1590,银沙公寓
1591,荣光巷2号院
1592,平福巷4号院
1593,金地嘉年华城
1594,瑞升城北橡树林
1595,檀香花园
1596,华侨城纯水岸一期
1597,绿地世纪城
1598,迎宾大道一号
1599,飞大壹号广场
1600,卓越云际
1601,恒大曹家巷广场公寓
1602,中环西岸观邸
1603,卓越云际
1604,白鸽岛尚
1605,炎华置信花千集
1606,恒大曹家巷广场
1607,金桔花园二期南苑
1608,保利国宾首府
1609,万科锦西润园
1610,华侨城天鹅堡
1611,恒大西锦城
1612,红旗巷5号院
1613,西西里二期
1614,德商新希望·国宾锦麟天玺
1615,西线阳光
1616,龙湖上城
1617,华西园
1618,卓越云际
1619,万科金域西岭
1620,书香门第
1621,金地嘉年华城
1622,首开龙湖紫宸
1623,北京城建龙樾熙城
1624,华侨城天鹅堡
1625,旭辉江山和鸣
1626,万科国宾润园
1627,正成拉斐
1628,华侨城东岸
1629,恒大曹家巷广场
1630,金都花园
1631,绿地世纪城
1632,锦泰世家
1633,白鸽岛尚
1634,佳乐云锦阁
1635,蓝光金悦金沙
1636,保利国宾首府
1637,万科金域西岭
1638,华侨城原岸
1639,百寿路9号院
1640,远洋朗郡
1641,飞大壹号广场
1642,金牛万达d组团
1643,云上观邸项目
1644,泰基花语廊
1645,香山苑
1646,蓝光金悦金沙
1647,龙湖北城天街一期
1648,中环西岸观邸
1649,西西里二期
1650,中南樾府
1651,瑞升城北橡树林
1652,金沙美邻一期
1653,天羽揽月
1654,远洋朗郡
1655,蓝光富丽碧蔓汀
1656,保利公园里
1657,恒大曹家巷广场
1658,绿杨新邨
1659,大院人家
1660,福祥家园瑞祥苑
1661,龙门镇
1662,仁和迎宾
1663,金沙国际花园
1664,佳乐云锦阁
1665,龙湖源著
1666,中环西岸观邸
1667,凯瑞花都
1668,蓝光富丽城
1669,恒大曹家巷广场
1670,龙湖源著别墅
1671,银沙北街91号院
1672,金地嘉年华城
1673,金地嘉年华城
1674,瑞升城北橡树林
1675,华侨城东岸
1676,华凌尚城
1677,黄忠三期
1678,工人村
1679,兴顺花苑
1680,西城天下
1681,金牛花园
1682,龙湖上城
1683,佳乐云锦阁
1684,德商新希望·国宾锦麟天玺
1685,恒大曹家巷广场
1686,大院人家
1687,抚琴南路小区
1688,德商新希望·国宾锦麟天玺
1689,恒福苑
1690,中南樾府
1691,金牛状元府邸
1692,树蓓街42号院
1693,卓越云际
1694,蓝光富丽碧蔓汀
1695,中南樾府
1696,华侨城天鹅堡
1697,锦城世家
1698,明阳家在回廊
1699,华侨城天鹅堡
1700,华侨城原岸
1701,中南樾府
1702,金牛万达d组团
1703,华侨城纯水岸二期
1704,银沙正街2号院
1705,华侨城天鹅堡
1706,蓝光富丽碧蔓汀
1707,龙湖上城
1708,华夏之家
1709,恒大曹家巷广场
1710,炎华置信花千集
1711,金牛万达d组团
1712,福林公寓
1713,正成拉斐
1714,西城公馆
1715,平安正街43号院
1716,金牛万达d组团
1717,绿洲华苑
1718,西西里二期
1719,蓝光云鼎
1720,中房北极星花园
1721,海滨苑
1722,水晶花园
1723,抚琴街北二巷3号院
1724,凤栖桐
1725,阳曦芙蓉城
1726,恒大曹家巷广场
1727,龙湖北城天街一期
1728,凯丽豪景
1729,电建地产洺悦府
1730,金盾苑
1731,德商新希望·国宾锦麟天玺
1732,和睦人家三期
1733,恒大西锦城
1734,蓝光富丽城
1735,德商新希望·国宾锦麟天玺
1736,东原亲亲里
1737,金沙国际花园
1738,旭辉江山和鸣
1739,九里西苑C区
1740,恒大曹家巷广场
1741,阳曦芙蓉城
1742,飞大壹号广场
1743,德意馨苑
1744,金房水韵天府
1745,中环西岸观邸
1746,瑞安城中汇
1747,水晶花园
1748,金房水韵天府
1749,中南樾府
1750,德商新希望·国宾锦麟天玺
1751,恒大曹家巷广场
1752,龙湖北城天街一期
1753,华侨城东岸
1754,龙湖源著
1755,万科金域西岭
1756,檀香花园
1757,尚锦城
1758,碧桂园城市花园
1759,保利梧桐语
1760,金地嘉年华城
1761,金牛万达a组团
1762,华侨城东岸
1763,龙湖源著
1764,华欣园
1765,金科苑中街103号院
1766,西线阳光
1767,远洋朗郡
1768,佳乐云锦阁
1769,恒大曹家巷广场
1770,阳曦芙蓉城
1771,青房天韵华庭
1772,西线阳光
1773,龙门镇
1774,阳曦芙蓉城
1775,恒大曹家巷广场
1776,九里欣园
1777,恒大曹家巷广场
1778,华侨城纯水岸三期
1779,华侨城纯水岸二期
1780,泉水人家三期A区
1781,府河苑
1782,檀香花园
1783,华侨城天鹅堡
1784,佳乐云锦阁
1785,金牛万达a组团
1786,百寿路2号院
1787,蓝光富丽碧蔓汀
1788,龙湖源著
1789,旭辉江山和鸣
1790,华侨城纯水岸二期
1791,电建地产洺悦玺
1792,黄忠二期
1793,旭辉江山和鸣
1794,阳曦芙蓉城
1795,恒大曹家巷广场
1796,北京城建龙樾熙城
1797,汇融名城
1798,正成拉斐
1799,恒大曹家巷广场
1800,锦城花园
1801,飞大壹号广场
1802,新熙门
1803,瑞安城中汇
1804,星辉东路19号院
1805,万科金域西岭
1806,华侨城东岸
1807,中环西岸观邸
1808,锦城世家
1809,保利梧桐语
1810,华宇锦城名都
1811,卓越云际
1812,首开龙湖紫宸
1813,蓝光云鼎
1814,解放西路22号院
1815,碧桂园城市花园
1816,佳乐云锦阁
1817,远洋朗郡
1818,佳乐云锦阁
1819,蓝光花满庭一期
1820,金沙别致
1821,旭辉江山和鸣
1822,飞大壹号广场
1823,西西里一期
1824,金牛万达d组团
1825,阳曦芙蓉城
1826,首开龙湖紫宸
1827,金牛万达c组团
1828,佳乐云锦阁
1829,一品荷花
1830,西西里一期
1831,绿地世纪城
1832,万科国宾润园
1833,华侨城原岸
1834,西城上域
1835,瑞升城北橡树林
1836,文华路14号院
1837,金牛万达c组团
1838,恒大曹家巷广场
1839,佳乐云锦阁
1840,金牛万达a组团
1841,恒大曹家巷广场
1842,锦西雅苑
1843,黄忠一期
1844,高家庄赞城
1845,同兴小区
1846,恒大曹家巷广场
1847,平福巷2号院
1848,西西里一期
1849,百佳庭院
1850,青房尚瑞天韵
1851,金地嘉年华城
1852,九里堤公交苑
1853,蓝光花满庭一期
1854,炎华置信花千集
1855,汇融名城
1856,尚锦城
1857,兴元花园
1858,华侨城原岸
1859,中环西岸观邸
1860,远洋朗郡
1861,府河苑
1862,万科锦西润园
1863,润泽园二期
1864,恒大曹家巷广场
1865,金鱼街60号院
1866,中南樾府
1867,和谐家园
1868,旭辉江山和鸣
1869,恒大曹家巷广场
1870,首开龙湖紫宸
1871,绿地世纪城
1872,书香门第
1873,蓝光富丽碧蔓汀
1874,华侨城东岸
1875,金科苑中街103号院
1876,佳乐云锦阁
1877,华侨城东岸
1878,华侨城东岸
1879,中南樾府
1880,成都N8天幕
1881,佳乐云锦阁
1882,福祥家园瑞福苑
1883,华西园
1884,成勘苑
1885,中环西岸观邸
1886,星辉西路8号院
1887,华侨城纯水岸二期
1888,飞大壹号广场
1889,高家庄赞城
1890,旭辉江山和鸣
1891,龙湖北城天街一期
1892,香山苑
1893,香山苑
1894,远洋朗郡
1895,和谐家园
1896,西西里二期
1897,旭辉江山和鸣
1898,成勘苑
1899,远洋朗郡
1900,明阳家在回廊
1901,马鞍北路8号院
1902,成勘苑
1903,千和馨城
1904,中南樾府
1905,百寿路7号院
1906,欣园二期
1907,人和逸景
1908,远洋朗郡
1909,金牛万达d组团
1910,金域港湾
1911,唯特郡
1912,卓越云际
1913,华侨城纯水岸208区
1914,马鞍东路社区
1915,西城星座
1916,恒大曹家巷广场
1917,金地嘉年华城
1918,华侨城东岸
1919,远洋朗郡
1920,红旗巷5号院
1921,飞大壹号广场
1922,保利国宾首府
1923,一品荷花
1924,华侨城原岸
1925,华侨城东岸
1926,西西里二期
1927,中南樾府
1928,府河苑
1929,恒大曹家巷广场
1930,书香门第
1931,恒大曹家巷广场
1932,润泽园一期
1933,万科金域西岭
1934,一品荷花
1935,金地嘉年华城
1936,恒大西锦城
1937,汇融名城
1938,三和花园
1939,和谐家园
1940,恒大曹家巷广场
1941,保利梧桐语
1942,红旗巷5号院
1943,智慧康城
1944,百寿路9号院
1945,檀香花园
1946,平福路92号院
1947,锦泰世家
1948,平景苑西区
1949,恒大曹家巷广场
1950,金沙御苑
1951,中环西岸观邸
1952,瑞安城中汇
1953,白鸽岛尚
1954,华侨城纯水岸一期
1955,中南樾府
1956,华侨城东岸
1957,中南樾府
1958,金牛万达a组团
1959,解放西路22号院
1960,中南樾府
1961,恒大西锦城
1962,金牛花园
1963,金琴路164号院
1964,华侨城原岸
1965,黄忠四期
1966,旭辉江山和鸣
1967,华侨城纯水岸二期
1968,万科金域西岭
1969,西线阳光
1970,电建地产洺悦玺
1971,高家庄赞城
1972,华侨城纯水岸二期
1973,华侨城纯水岸一期
1974,万通金牛新都会
1975,中加水岸
1976,恒大曹家巷广场
1977,华侨城原岸
1978,金地嘉年华城
1979,金沙御苑
1980,绿地世纪城
1981,中南樾府
1982,青羊小区(成都)
1983,万科锦西润园
1984,正成拉斐
1985,金沙美邻一期
1986,金地嘉年华城
1987,欣园二期
1988,天悦城
1989,万科锦西润园
1990,金地嘉年华城
1991,首开龙湖紫宸
1992,保利学府城
1993,新桥逸景C区
1994,中环西岸观邸
1995,西城天下
1996,瑞安城中汇
1997,蓝光富丽城
1998,单飞鑫雅苑
1999,花照壁小区
2000,中环西岸观邸
2001,华侨城原岸
2002,蜀通街10号院
2003,蜀通街10号院
2004,紫金乐章
2005,金牛万达a组团
2006,金牛万达b组团
2007,国宾时光汇
2008,北京城建龙樾熙城
2009,恒大曹家巷广场
2010,和谐家园
2011,和睦人家一期
2012,熙城国际
2013,西城天下
2014,金牛万达b组团
2015,蓝光富丽碧蔓汀
2016,龙门镇
2017,龙湖上城
2018,红旗巷5号院
2019,水岸汇景
2020,瑞安城中汇
2021,马鞍东路社区
2022,高家庄赞城
2023,悦民苑
2024,华侨城东岸
2025,绿地世纪城
2026,金地嘉年华城
2027,协和花苑
2028,恒大曹家巷广场
2029,凯瑞花都
2030,撷英卉苑
2031,欣园二期
2032,凯瑞花都
2033,水晶花园
2034,卓越云际
2035,保利国宾首府
2036,德商新希望·国宾锦麟天玺
2037,曹家巷恒大雅苑
2038,龙湖北城天街一期
2039,华侨城原岸
2040,飞大壹号广场
2041,香山苑
2042,蓝光富丽碧蔓汀
2043,福祥家园瑞祥苑
2044,卓越云际
2045,华侨城原岸
2046,龙湖上城
2047,金牛万达a组团
2048,西城公馆
2049,蓝光云鼎
2050,和睦人家三期
2051,蓝光富丽城
